"X","Y","FID","Unique_ID","Date","Time_Start","Latitude","Longitude","Type_of_observation","Scientific_name","Common_name","Number","year","month"
364361.7818,5743143.771,10038,10043,2001-01-01,"",-38.449699,145.445602,"General observations","Limnodynastes peronii","Striped Marsh Frog","unknown","2001","01"
362754.9719,5747234.458,10039,10044,2001-01-01,"",-38.412601,145.427994,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
364459.8167,5744044.318,10040,10045,2001-01-01,"",-38.441601,145.446899,"General observations","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","01"
363554.3323,5745438.614,10041,10046,2001-01-01,"",-38.428902,145.436798,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","01"
364755.0674,5745736.723,10042,10047,2001-01-01,"",-38.426399,145.450607,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
364755.0674,5745736.723,10043,10048,2001-01-01,"",-38.426399,145.450607,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","01"
373956.7122,5755842.256,10044,10049,2001-01-01,"",-38.3367,145.5578,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
355660.231,5783241.809,10045,10050,2001-01-01,"",-38.087101,145.354095,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
353710.8144,5813343.022,10046,10051,2001-01-01,"",-37.815601,145.337997,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
327293.265,5827573.155,10047,10052,2001-01-02,"",-37.6828,145.041397,"General observations","Litoria raniformis","Growling Grass Frog","unknown","2001","01"
322260.818,5813045.623,10048,10053,2001-01-08,"",-37.812698,144.980804,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
305302.4311,5819445.55,10049,10054,2001-01-10,"",-37.751598,144.789993,"Tile (roof) census","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","01"
401956.2846,5830438.862,10050,10055,2001-01-13,"",-37.667999,145.888306,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","01"
320160.4365,5833038.603,10051,10056,2001-01-31,"",-37.632198,144.961899,"General observations","Litoria raniformis","Growling Grass Frog","unknown","2001","01"
322260.818,5813045.623,10052,10057,2001-02-01,"",-37.812698,144.980804,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","02"
333360.9613,5799034.954,10053,10058,2001-02-11,"",-37.941002,145.103607,"General observations","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","02"
364260.1518,5745539.473,10054,10059,2001-02-17,"",-38.428101,145.444901,"Pitfall with drift fe","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","02"
364260.1518,5745539.473,10055,10060,2001-02-17,"",-38.428101,145.444901,"Pitfall with drift fe","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","02"
364260.1518,5745539.473,10056,10061,2001-02-17,"",-38.428101,145.444901,"Pitfall with drift fe","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","02"
254559.9213,5844237.304,10057,10062,2001-02-20,"",-37.516201,144.2229,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","02"
374055.7201,5754545.17,10058,10063,2001-02-22,"",-38.3484,145.558701,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","02"
333360.9613,5799034.954,10059,10064,2001-03-01,"",-37.941002,145.103607,"General observations","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","03"
353710.8144,5813343.022,10060,10065,2001-03-01,"",-37.815601,145.337997,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
322260.818,5813045.623,10061,10066,2001-03-02,"",-37.812698,144.980804,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
328057.0858,5827744.501,10062,10067,2001-03-16,"",-37.6814,145.050095,"Incidental","Litoria raniformis","Growling Grass Frog","unknown","2001","03"
377157.3614,5796935.062,10063,10069,2001-03-19,"",-37.9669,145.601501,"Spotlighting","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
378954.9225,5794242.54,10064,10070,2001-03-19,"",-37.991402,145.621506,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
377157.3614,5796935.062,10065,10071,2001-03-19,"",-37.9669,145.601501,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
378560.095,5804236.626,10066,10072,2001-03-20,"",-37.901299,145.618698,"Incidental","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","03"
374756.4767,5804545.643,10067,10073,2001-03-20,"",-37.897999,145.5755,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
374757.4662,5806243.387,10068,10074,2001-03-20,"",-37.882702,145.575806,"Listening","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
378955.2523,5795940.704,10069,10075,2001-03-20,"",-37.976101,145.621796,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
378956.5882,5798837.395,10070,10076,2001-03-20,"",-37.950001,145.622299,"Bird Survey","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
378955.2523,5795940.704,10071,10077,2001-03-20,"",-37.976101,145.621796,"Spotlighting","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
389261.1394,5793234.735,10072,10079,2001-03-21,"",-38.0018,145.738693,"Bird Survey","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
378560.0125,5793038.155,10073,10080,2001-03-21,"",-38.002201,145.616806,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
395659.5518,5795638.366,10074,10083,2001-03-22,"",-37.9809,145.811905,"Listening","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","03"
391055.4681,5795034.289,10075,10084,2001-03-22,"",-37.985802,145.759399,"Bird Survey","Crinia signifera","Eastern Common Froglet","unknown","2001","03"
391055.4681,5795034.289,10076,10085,2001-03-22,"",-37.985802,145.759399,"Listening","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
391055.4681,5795034.289,10077,10086,2001-03-22,"",-37.985802,145.759399,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
391055.4681,5795034.289,10078,10087,2001-03-22,"",-37.985802,145.759399,"Listening","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","03"
395659.5518,5795638.366,10079,10088,2001-03-22,"",-37.9809,145.811905,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
395659.5518,5795638.366,10080,10089,2001-03-22,"",-37.9809,145.811905,"Listening","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
384459.576,5801236.536,10081,10090,2001-03-23,"",-37.9291,145.685303,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
382961.3804,5796543.072,10082,10091,2001-03-23,"",-37.971199,145.667496,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
380761.117,5796844.01,10083,10092,2001-03-23,"",-37.968201,145.642502,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
380761.117,5796844.01,10084,10093,2001-03-23,"",-37.968201,145.642502,"Listening","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
383457.7884,5799335.893,10085,10094,2001-03-24,"",-37.946098,145.673599,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
383457.7884,5799335.893,10086,10095,2001-03-24,"",-37.946098,145.673599,"Bird Survey","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
308784.9645,5828975.22,10087,10097,2001-03-26,"1899/12/30 07:40:00",-37.6665,144.832,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","03"
307613.9639,5829991.693,10088,10096,2001-03-26,"1899/12/30 07:40:00",-37.6571,144.819,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","03"
369758.3406,5783734.769,10089,10098,2001-03-26,"",-38.084801,145.514893,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","03"
369758.3406,5783734.769,10090,10099,2001-03-26,"",-38.084801,145.514893,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
389858.1715,5800445.177,10091,10100,2001-03-26,"",-37.936901,145.746597,"Dusk watch","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
389158.4539,5798238.596,10092,10101,2001-03-26,"",-37.956699,145.738296,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
389858.1715,5800445.177,10093,10102,2001-03-26,"",-37.936901,145.746597,"Dusk watch","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
357961.1184,5785635.652,10094,10103,2001-03-27,"",-38.065899,145.380798,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
357961.1184,5785635.652,10095,10104,2001-03-27,"",-38.065899,145.380798,"Spotlighting","Crinia signifera","Eastern Common Froglet","unknown","2001","03"
374061.855,5828141.05,10096,10105,2001-03-28,"",-37.685299,145.571701,"Spotlighting","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
384953.8237,5796038.294,10097,10106,2001-03-28,"",-37.976002,145.690094,"Dusk watch","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
396755.1441,5796440.083,10098,10108,2001-03-28,"",-37.973801,145.824493,"Bird Survey","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
395654.9094,5794639.629,10099,10109,2001-03-28,"",-37.989899,145.811707,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
395654.9094,5794639.629,10100,10110,2001-03-28,"",-37.989899,145.811707,"Bird Survey","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
385158.4443,5794642.818,10101,10111,2001-03-28,"",-37.988602,145.6922,"Spotlighting","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
382658.494,5795040.467,10102,10112,2001-03-28,"",-37.984699,145.663803,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
382658.494,5795040.467,10103,10113,2001-03-28,"",-37.984699,145.663803,"Spotlighting","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
385158.4443,5794642.818,10104,10114,2001-03-28,"",-37.988602,145.6922,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
395155.17,5792435.688,10105,10115,2001-03-29,"",-38.009701,145.805695,"Listening","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","03"
395155.17,5792435.688,10106,10116,2001-03-29,"",-38.009701,145.805695,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
305302.4311,5819445.55,10107,10117,2001-03-29,"",-37.751598,144.789993,"Tile (roof) census","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","03"
385257.6913,5792535.907,10108,10118,2001-03-30,"",-38.007599,145.692993,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
382959.2694,5800438.369,10109,10119,2001-03-30,"",-37.9361,145.668106,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
391357.2166,5796836.252,10110,10120,2001-03-30,"",-37.969601,145.763107,"Bird Survey","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","03"
380560.0008,5792535.037,10111,10121,2001-03-30,"",-38.007,145.639496,"Bird Survey","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
374061.855,5828141.05,10112,10122,2001-03-31,"",-37.685299,145.571701,"Spotlighting","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","03"
304550.8553,5800341.028,10113,10123,2001-03-31,"",-37.9235,144.776306,"General observations","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","03"
304550.8553,5800341.028,10114,10124,2001-03-31,"",-37.9235,144.776306,"General observations","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","03"
322260.818,5813045.623,10115,10125,2001-04-02,"",-37.812698,144.980804,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","04"
387762.5397,5798841.044,10116,10126,2001-04-03,"",-37.951099,145.722504,"Listening","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","04"
311957.8169,5832644.913,10117,10127,2001-04-05,"",-37.634102,144.868896,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","04"
333360.9613,5799034.954,10118,10128,2001-04-13,"",-37.941002,145.103607,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","04"
335857.9019,5793335.055,10119,10129,2001-04-14,"",-37.992802,145.130707,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","04"
335759.3475,5791634.931,10120,10130,2001-04-14,"",-38.008099,145.129196,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","04"
279557.322,5830335.033,10121,10131,2001-04-16,"",-37.647701,144.501297,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","04"
336959.4889,5850636.081,10122,10132,2001-04-20,"",-37.476799,145.156097,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","04"
336959.4889,5850636.081,10123,10133,2001-04-20,"",-37.476799,145.156097,"Spotlighting","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","04"
336959.4889,5850636.081,10124,10134,2001-04-20,"",-37.476799,145.156097,"Spotlighting","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","04"
336959.4889,5850636.081,10125,10135,2001-04-20,"",-37.476799,145.156097,"Incidental","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","04"
322260.818,5813045.623,10126,10136,2001-05-01,"",-37.812698,144.980804,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","05"
283855.9053,5822642.149,10127,10137,2001-05-15,"",-37.717998,144.547699,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
275359.6265,5803334.929,10128,10138,2001-05-18,"",-37.889801,144.445404,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","05"
275359.6265,5803334.929,10129,10139,2001-05-18,"",-37.889801,144.445404,"Incidental","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","05"
274457.8115,5801844.273,10130,10140,2001-05-19,"",-37.903,144.434692,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
274457.8115,5801844.273,10131,10141,2001-05-19,"",-37.903,144.434692,"Pitfall with drift fe","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","05"
310454.7644,5818144.215,10132,10142,2001-05-22,"",-37.764401,144.848099,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","05"
310454.7644,5818144.215,10133,10143,2001-05-22,"",-37.764401,144.848099,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
304159.4169,5818241.425,10134,10144,2001-05-23,"",-37.762199,144.776703,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
304159.4169,5818241.425,10135,10145,2001-05-23,"",-37.762199,144.776703,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","05"
356755.8563,5821044.144,10136,10146,2001-05-24,"",-37.7467,145.3741,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
356755.8563,5821044.144,10137,10147,2001-05-24,"",-37.7467,145.3741,"Incidental","Limnodynastes tasmaniensis SCR","Spotted Marsh Frog","unknown","2001","05"
356755.8563,5821044.144,10138,10148,2001-05-24,"",-37.7467,145.3741,"Incidental","Limnodynastes tasmaniensis SCR","Spotted Marsh Frog","unknown","2001","05"
356755.8563,5821044.144,10139,10149,2001-05-24,"",-37.7467,145.3741,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
356755.8563,5821044.144,10140,10150,2001-05-24,"",-37.7467,145.3741,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
335857.9019,5793335.055,10141,10151,2001-05-27,"",-37.992802,145.130707,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","05"
335458.3,5793538.383,10142,10152,2001-05-27,"",-37.990898,145.126205,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
335857.9019,5793335.055,10143,10153,2001-05-27,"",-37.992802,145.130707,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
335759.3475,5791634.931,10144,10154,2001-05-27,"",-38.008099,145.129196,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","05"
335759.3475,5791634.931,10145,10155,2001-05-27,"",-38.008099,145.129196,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
346555.046,5799537.232,10146,10156,2001-05-28,"",-37.938801,145.253799,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","05"
346555.046,5799537.232,10147,10157,2001-05-28,"",-37.938801,145.253799,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","05"
318558.0546,5748635.603,10148,10158,2001-06-01,"",-38.392101,144.922394,"Frog Census","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","06"
318558.0546,5748635.603,10149,10159,2001-06-01,"",-38.392101,144.922394,"Frog Census","Pseudophryne semimarmorata","Southern Toadlet","unknown","2001","06"
318558.0546,5748635.603,10150,10160,2001-06-01,"",-38.392101,144.922394,"Frog Census","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","06"
318558.0546,5748635.603,10151,10161,2001-06-01,"",-38.392101,144.922394,"Frog Census","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","06"
318558.0546,5748635.603,10152,10162,2001-06-01,"",-38.392101,144.922394,"Frog Census","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
318558.0546,5748635.603,10153,10163,2001-06-01,"",-38.392101,144.922394,"Frog Census","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","06"
318558.0546,5748635.603,10154,10164,2001-06-01,"",-38.392101,144.922394,"Frog Census","Litoria verreauxii verreauxii","Whistling Tree Frog","unknown","2001","06"
353710.8144,5813343.022,10155,10165,2001-06-01,"",-37.815601,145.337997,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","06"
286357.7192,5791635.59,10156,10166,2001-06-02,"",-37.997799,144.566894,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
347360.1373,5786542.817,10157,10167,2001-06-04,"",-38.056,145.260193,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","06"
347360.1373,5786542.817,10158,10168,2001-06-04,"",-38.056,145.260193,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
323456.8282,5834941.066,10159,10169,2001-06-06,"",-37.6157,144.999695,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
309437.4911,5827469.247,10160,10173,2001-06-11,"1899/12/30 08:00:00",-37.6802,144.839,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
307891.7746,5829431.927,10161,10172,2001-06-11,"1899/12/30 08:00:00",-37.6622,144.822,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
308678.5188,5829761.04,10162,10171,2001-06-11,"1899/12/30 08:00:00",-37.6594,144.831,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
309543.5739,5830524.875,10163,10170,2001-06-11,"1899/12/30 08:00:00",-37.6527,144.841,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
310159.2746,5832937.144,10164,10174,2001-06-17,"",-37.6311,144.848602,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
335458.3,5793538.383,10165,10175,2001-06-17,"",-37.990898,145.126205,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
335857.9019,5793335.055,10166,10176,2001-06-17,"",-37.992802,145.130707,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
336153.9771,5792541.946,10167,10177,2001-06-17,"",-38,145.133896,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
335759.3475,5791634.931,10168,10178,2001-06-17,"",-38.008099,145.129196,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
336153.9771,5792541.946,10169,10179,2001-06-17,"",-38,145.133896,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","06"
309812.4874,5826511.971,10170,10181,2001-06-18,"1899/12/30 08:00:00",-37.6889,144.843,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
308511.8538,5829335.287,10171,10180,2001-06-18,"1899/12/30 08:00:00",-37.6632,144.829,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
324158.9701,5834745.186,10172,10182,2001-06-21,"",-37.617599,145.007599,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
323061.4482,5833644.87,10173,10183,2001-06-22,"",-37.6273,144.994904,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
323456.8282,5834941.066,10174,10184,2001-06-22,"",-37.6157,144.999695,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
323061.4482,5833644.87,10175,10185,2001-06-22,"",-37.6273,144.994904,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","06"
309437.4911,5827469.247,10176,10186,2001-06-25,"1899/12/30 07:50:00",-37.6802,144.839,"Frog Census","Crinia signifera","Eastern Common Froglet","1","2001","06"
316054.4266,5810943.92,10177,10187,2001-06-30,"",-37.830399,144.909805,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","06"
319058.7175,5749734.979,10178,10188,2001-07-01,"",-38.382301,144.928406,"Frog Census","Litoria verreauxii verreauxii","Whistling Tree Frog","unknown","2001","07"
306261.398,5749437.39,10179,10189,2001-07-01,"",-38.382301,144.781906,"Frog Census","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","07"
306261.398,5749437.39,10180,10190,2001-07-01,"",-38.382301,144.781906,"Frog Census","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
306261.398,5749437.39,10181,10191,2001-07-01,"",-38.382301,144.781906,"Frog Census","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","07"
319058.7175,5749734.979,10182,10192,2001-07-01,"",-38.382301,144.928406,"Frog Census","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","07"
319058.7175,5749734.979,10183,10193,2001-07-01,"",-38.382301,144.928406,"Frog Census","Pseudophryne semimarmorata","Southern Toadlet","unknown","2001","07"
319058.7175,5749734.979,10184,10194,2001-07-01,"",-38.382301,144.928406,"Frog Census","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","07"
319058.7175,5749734.979,10185,10195,2001-07-01,"",-38.382301,144.928406,"Frog Census","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
353710.8144,5813343.022,10186,10196,2001-07-01,"",-37.815601,145.337997,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","07"
323458.0486,5824539.113,10187,10197,2001-07-03,"",-37.7094,144.997192,"General observations","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","07"
323458.0486,5824539.113,10188,10198,2001-07-03,"",-37.7094,144.997192,"General observations","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","07"
323458.0486,5824539.113,10189,10199,2001-07-03,"",-37.7094,144.997192,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
323458.0486,5824539.113,10190,10200,2001-07-03,"",-37.7094,144.997192,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","07"
335458.3,5793538.383,10191,10201,2001-07-15,"",-37.990898,145.126205,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
335857.9019,5793335.055,10192,10202,2001-07-15,"",-37.992802,145.130707,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
335759.3475,5791634.931,10193,10203,2001-07-15,"",-38.008099,145.129196,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
336153.9771,5792541.946,10194,10204,2001-07-15,"",-38,145.133896,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
343760.9169,5741737.197,10195,10205,2001-07-17,"",-38.459,145.209305,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","07"
343760.9169,5741737.197,10196,10206,2001-07-17,"",-38.459,145.209305,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
366560.1322,5790542.543,10197,10207,2001-07-20,"",-38.022999,145.479706,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","07"
366560.1322,5790542.543,10198,10208,2001-07-20,"",-38.022999,145.479706,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
358858.9012,5796140.174,10199,10209,2001-07-20,"",-37.971401,145.393097,"Spotlighting","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
316054.4266,5810943.92,10200,10210,2001-07-21,"",-37.830399,144.909805,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
297953.8583,5839543.349,10201,10211,2001-07-24,"",-37.569,144.712204,"Incidental","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
331357.3943,5798938.414,10202,10212,2001-07-25,"",-37.941502,145.080795,"General observations","Crinia signifera","Eastern Common Froglet","unknown","2001","07"
324154.4266,5830837.121,10203,10213,2001-07-31,"",-37.652802,145.006607,"Incidental","Litoria raniformis","Growling Grass Frog","unknown","2001","07"
299659.3793,5805041.892,10204,10214,2001-07-31,"",-37.8801,144.722,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","07"
299659.3793,5805041.892,10205,10215,2001-07-31,"",-37.8801,144.722,"Incidental","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","07"
335949.975,5769580.39,10206,10216,2001-08-01,"",-38.206799,145.126297,"Frog Census","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","08"
335949.975,5769580.39,10207,10217,2001-08-01,"",-38.206799,145.126297,"Frog Census","Crinia signifera","Eastern Common Froglet","unknown","2001","08"
335949.975,5769580.39,10208,10218,2001-08-01,"",-38.206799,145.126297,"Frog Census","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","08"
335949.975,5769580.39,10209,10219,2001-08-01,"",-38.206799,145.126297,"Frog Census","Litoria verreauxii verreauxii","Whistling Tree Frog","unknown","2001","08"
334861.474,5769735.808,10210,10220,2001-08-01,"",-38.2052,145.113907,"Frog Census","Pseudophryne semimarmorata","Southern Toadlet","unknown","2001","08"
334861.474,5769735.808,10211,10221,2001-08-01,"",-38.2052,145.113907,"Frog Census","Litoria verreauxii verreauxii","Whistling Tree Frog","unknown","2001","08"
334861.474,5769735.808,10212,10222,2001-08-01,"",-38.2052,145.113907,"Frog Census","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","08"
334861.474,5769735.808,10213,10223,2001-08-01,"",-38.2052,145.113907,"Frog Census","Limnodynastes tasmaniensis","Spotted Marsh Frog","unknown","2001","08"
334861.474,5769735.808,10214,10224,2001-08-01,"",-38.2052,145.113907,"Frog Census","Limnodynastes dumerilii","Eastern Banjo Frog","unknown","2001","08"
334861.474,5769735.808,10215,10225,2001-08-01,"",-38.2052,145.113907,"Frog Census","Geocrinia victoriana","Victorian Smooth Froglet","unknown","2001","08"
334861.474,5769735.808,10216,10226,2001-08-01,"",-38.2052,145.113907,"Frog Census","Crinia signifera","Eastern Common Froglet","unknown","2001","08"
353710.8144,5813343.022,10217,10227,2001-08-01,"",-37.815601,145.337997,"Incidental","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","08"
322260.818,5813045.623,10218,10228,2001-08-08,"",-37.812698,144.980804,"General observations","Litoria ewingii","Southern Brown Tree Frog","unknown","2001","08"
